tabel,kode,lapangan_usaha,periode,nilai
Y-on-Y,L,Real Estate,Triwulan IV 2025,6.14270911
Y-on-Y,L,Real Estate,Tahunan 2025,4.492559558
Y-on-Y,L,Real Estate,Triwulan I 2026,6.234491711
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan I 2022, 
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan II 2022, 
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan III 2022, 
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan IV 2022, 
Y-on-Y,"M,N",Jasa Perusahaan,Tahunan 2022,10.33334742
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan I 2023,2.26623327
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan II 2023,12.48120074
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan III 2023,12.12255551
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan IV 2023,15.81490855
Y-on-Y,"M,N",Jasa Perusahaan,Tahunan 2023,10.76508818
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan I 2024,7.634582544
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan II 2024,6.746245423
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan III 2024,6.023669942
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan IV 2024,3.9502106
Y-on-Y,"M,N",Jasa Perusahaan,Tahunan 2024,6.016475723
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan I 2025,9.465389564
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan II 2025,5.628949508
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan III 2025,2.857847859
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan IV 2025,1.641441864
Y-on-Y,"M,N",Jasa Perusahaan,Tahunan 2025,4.749402572
Y-on-Y,"M,N",Jasa Perusahaan,Triwulan I 2026,1.42568451
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2022, 
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2022, 
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2022, 
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2022, 
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2022,-0.7851890318
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2023,7.403571578
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2023,7.045750503
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2023,-2.457063829
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2023,8.781583187
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2023,5.057436582
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2024,6.728396828
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2024,4.757982103
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2024,4.180188657
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2024,4.231998757
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2024,4.923197349
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2025,1.226067939
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2025,1.457998562
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2025,3.915175729
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2025,3.573957306
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2025,2.550478607
Y-on-Y,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2026,13.04256503
Y-on-Y,P,Jasa Pendidikan,Triwulan I 2022, 
Y-on-Y,P,Jasa Pendidikan,Triwulan II 2022, 
Y-on-Y,P,Jasa Pendidikan,Triwulan III 2022, 
Y-on-Y,P,Jasa Pendidikan,Triwulan IV 2022, 
Y-on-Y,P,Jasa Pendidikan,Tahunan 2022,5.067760953
Y-on-Y,P,Jasa Pendidikan,Triwulan I 2023,5.346792834
Y-on-Y,P,Jasa Pendidikan,Triwulan II 2023,10.51486903
Y-on-Y,P,Jasa Pendidikan,Triwulan III 2023,4.476289276
Y-on-Y,P,Jasa Pendidikan,Triwulan IV 2023,6.380099449
Y-on-Y,P,Jasa Pendidikan,Tahunan 2023,6.633158239
Y-on-Y,P,Jasa Pendidikan,Triwulan I 2024,5.954013641
Y-on-Y,P,Jasa Pendidikan,Triwulan II 2024,6.032585205
Y-on-Y,P,Jasa Pendidikan,Triwulan III 2024,5.536896257
Y-on-Y,P,Jasa Pendidikan,Triwulan IV 2024,5.458097502
Y-on-Y,P,Jasa Pendidikan,Tahunan 2024,5.740507385
Y-on-Y,P,Jasa Pendidikan,Triwulan I 2025,3.312518554
Y-on-Y,P,Jasa Pendidikan,Triwulan II 2025,0.6238979246
Y-on-Y,P,Jasa Pendidikan,Triwulan III 2025,0.9478598584
Y-on-Y,P,Jasa Pendidikan,Triwulan IV 2025,3.13599875
Y-on-Y,P,Jasa Pendidikan,Tahunan 2025,1.951356661
Y-on-Y,P,Jasa Pendidikan,Triwulan I 2026,0.7527752463
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2022, 
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2022, 
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2022, 
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2022, 
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2022,6.82994386
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2023,11.92817584
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2023,14.98960822
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2023,12.7900593
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2023,24.71667458
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2023,16.05900332
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2024,10.15503553
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2024,5.083363825
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2024,8.11132533
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2024,5.709020421
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2024,7.175748281
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2025,10.43667303
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2025,8.42647857
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2025,5.369693641
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2025,9.551144714
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2025,8.400338406
Y-on-Y,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2026,8.695820352
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan I 2022, 
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan II 2022, 
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan III 2022, 
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan IV 2022, 
Y-on-Y,"R,S,T,U",Jasa lainnya,Tahunan 2022,11.91149887
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan I 2023,10.13012695
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan II 2023,10.2229356
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan III 2023,16.37572865
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan IV 2023,8.483439672
Y-on-Y,"R,S,T,U",Jasa lainnya,Tahunan 2023,11.15267809
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan I 2024,5.763835636
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan II 2024,7.19285749
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan III 2024,5.376764766
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan IV 2024,4.628653895
Y-on-Y,"R,S,T,U",Jasa lainnya,Tahunan 2024,5.735946796
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan I 2025,8.236402747
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan II 2025,10.56665313
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan III 2025,7.587687386
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan IV 2025,7.587687386
Y-on-Y,"R,S,T,U",Jasa lainnya,Tahunan 2025,8.509043682
Y-on-Y,"R,S,T,U",Jasa lainnya,Triwulan I 2026,0.2732381949
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2022, 
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2022, 
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2022, 
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2022, 
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2022,4.634867794
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2023,4.212342258
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2023,4.724728515
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2023,4.550060158
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2023,5.207731772
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2023,4.678105415
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2024,4.740264448
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2024,4.763145794
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2024,4.556704242
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2024,4.905907229
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2024,4.742388159
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2025,4.39378945
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2025,4.926134999
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2025,4.857536844
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2025,4.75857825
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2025,4.735575545
Y-on-Y,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2026,5.207594278
